test_0000.jpg,angry
test_0001.jpg,angry
test_0002.jpg,sad
test_0003.jpg,sad
test_0004.jpg,sad
test_0005.jpg,sad
test_0006.jpg,angry
test_0007.jpg,sad
test_0008.jpg,sad
test_0009.jpg,angry
test_0010.jpg,happy
test_0011.jpg,neutral
test_0012.jpg,angry
test_0013.jpg,angry
test_0014.jpg,sad
test_0015.jpg,happy
test_0016.jpg,sad
test_0017.jpg,sad
test_0018.jpg,happy
test_0019.jpg,neutral
test_0020.jpg,happy
test_0021.jpg,neutral
test_0022.jpg,sad
test_0023.jpg,neutral
test_0024.jpg,happy
test_0025.jpg,angry
test_0026.jpg,happy
test_0027.jpg,neutral
test_0028.jpg,angry
test_0029.jpg,sad
test_0030.jpg,sad
test_0031.jpg,happy
test_0032.jpg,angry
test_0033.jpg,happy
test_0034.jpg,sad
test_0035.jpg,sad
test_0036.jpg,angry
test_0037.jpg,angry
test_0038.jpg,neutral
test_0039.jpg,neutral
test_0040.jpg,happy
test_0041.jpg,happy
test_0042.jpg,happy
test_0043.jpg,sad
test_0044.jpg,angry
test_0045.jpg,neutral
test_0046.jpg,neutral
test_0047.jpg,happy
test_0048.jpg,neutral
test_0049.jpg,happy
test_0050.jpg,sad
test_0051.jpg,sad
test_0052.jpg,angry
test_0053.jpg,sad
test_0054.jpg,happy
test_0055.jpg,angry
test_0056.jpg,sad
test_0057.jpg,neutral
test_0058.jpg,happy
test_0059.jpg,neutral
test_0060.jpg,angry
test_0061.jpg,neutral
test_0062.jpg,angry
test_0063.jpg,neutral
test_0064.jpg,angry
test_0065.jpg,happy
test_0066.jpg,angry
test_0067.jpg,sad
test_0068.jpg,angry
test_0069.jpg,neutral
test_0070.jpg,happy
test_0071.jpg,happy
test_0072.jpg,sad
test_0073.jpg,sad
test_0074.jpg,neutral
test_0075.jpg,angry
test_0076.jpg,neutral
test_0077.jpg,angry
test_0078.jpg,neutral
test_0079.jpg,sad
test_0080.jpg,happy
test_0081.jpg,angry
test_0082.jpg,happy
test_0083.jpg,neutral
test_0084.jpg,neutral
test_0085.jpg,sad
test_0086.jpg,sad
test_0087.jpg,angry
test_0088.jpg,sad
test_0089.jpg,happy
test_0090.jpg,angry
test_0091.jpg,angry
test_0092.jpg,sad
test_0093.jpg,happy
test_0094.jpg,sad
test_0095.jpg,neutral
test_0096.jpg,happy
test_0097.jpg,sad
test_0098.jpg,neutral
test_0099.jpg,neutral
test_0100.jpg,angry
test_0101.jpg,angry
test_0102.jpg,angry
test_0103.jpg,sad
test_0104.jpg,neutral
test_0105.jpg,happy
test_0106.jpg,neutral
test_0107.jpg,neutral
test_0108.jpg,sad
test_0109.jpg,happy
test_0110.jpg,angry
test_0111.jpg,angry
test_0112.jpg,happy
test_0113.jpg,happy
test_0114.jpg,neutral
test_0115.jpg,angry
test_0116.jpg,sad
test_0117.jpg,angry
test_0118.jpg,happy
test_0119.jpg,happy
test_0120.jpg,happy
test_0121.jpg,angry
test_0122.jpg,angry
test_0123.jpg,sad
test_0124.jpg,neutral
test_0125.jpg,angry
test_0126.jpg,neutral
test_0127.jpg,neutral
test_0128.jpg,sad
test_0129.jpg,angry
test_0130.jpg,happy
test_0131.jpg,angry
test_0132.jpg,angry
test_0133.jpg,happy
test_0134.jpg,angry
test_0135.jpg,neutral
test_0136.jpg,happy
test_0137.jpg,neutral
test_0138.jpg,angry
test_0139.jpg,happy
test_0140.jpg,angry
test_0141.jpg,neutral
test_0142.jpg,angry
test_0143.jpg,angry
test_0144.jpg,sad
test_0145.jpg,angry
test_0146.jpg,happy
test_0147.jpg,sad
test_0148.jpg,happy
test_0149.jpg,neutral
test_0150.jpg,angry
test_0151.jpg,angry
test_0152.jpg,sad
test_0153.jpg,angry
test_0154.jpg,neutral
test_0155.jpg,neutral
test_0156.jpg,happy
test_0157.jpg,angry
test_0158.jpg,happy
test_0159.jpg,happy
test_0160.jpg,angry
test_0161.jpg,happy
test_0162.jpg,angry
test_0163.jpg,sad
test_0164.jpg,happy
test_0165.jpg,sad
test_0166.jpg,sad
test_0167.jpg,happy
test_0168.jpg,angry
test_0169.jpg,sad
test_0170.jpg,happy
test_0171.jpg,sad
test_0172.jpg,angry
test_0173.jpg,happy
test_0174.jpg,angry
test_0175.jpg,neutral
test_0176.jpg,angry
test_0177.jpg,sad
test_0178.jpg,sad
test_0179.jpg,neutral
test_0180.jpg,angry
test_0181.jpg,sad
test_0182.jpg,neutral
test_0183.jpg,neutral
test_0184.jpg,happy
test_0185.jpg,happy
test_0186.jpg,neutral
test_0187.jpg,happy
test_0188.jpg,happy
test_0189.jpg,happy
test_0190.jpg,sad
test_0191.jpg,happy
test_0192.jpg,sad
test_0193.jpg,happy
test_0194.jpg,happy
test_0195.jpg,neutral
test_0196.jpg,neutral
test_0197.jpg,sad
test_0198.jpg,neutral
test_0199.jpg,neutral
test_0200.jpg,neutral
test_0201.jpg,sad
test_0202.jpg,angry
test_0203.jpg,sad
test_0204.jpg,angry
test_0205.jpg,happy
test_0206.jpg,happy
test_0207.jpg,sad
test_0208.jpg,sad
test_0209.jpg,neutral
test_0210.jpg,angry
test_0211.jpg,happy
test_0212.jpg,sad
test_0213.jpg,happy
test_0214.jpg,sad
test_0215.jpg,neutral
test_0216.jpg,happy
test_0217.jpg,angry
test_0218.jpg,neutral
test_0219.jpg,neutral
test_0220.jpg,neutral
test_0221.jpg,sad
test_0222.jpg,angry
test_0223.jpg,sad
test_0224.jpg,neutral
test_0225.jpg,neutral
test_0226.jpg,angry
test_0227.jpg,neutral
test_0228.jpg,happy
test_0229.jpg,happy
test_0230.jpg,neutral
test_0231.jpg,sad
test_0232.jpg,sad
test_0233.jpg,sad
test_0234.jpg,neutral
test_0235.jpg,happy
test_0236.jpg,happy
test_0237.jpg,neutral
test_0238.jpg,happy
test_0239.jpg,happy
test_0240.jpg,happy
test_0241.jpg,neutral
test_0242.jpg,neutral
test_0243.jpg,neutral
test_0244.jpg,sad
test_0245.jpg,sad
test_0246.jpg,angry
test_0247.jpg,neutral
test_0248.jpg,angry
test_0249.jpg,sad
test_0250.jpg,angry
test_0251.jpg,happy
test_0252.jpg,neutral
test_0253.jpg,neutral
test_0254.jpg,neutral
test_0255.jpg,happy
test_0256.jpg,neutral
test_0257.jpg,sad
test_0258.jpg,sad
test_0259.jpg,sad
test_0260.jpg,happy
test_0261.jpg,neutral
test_0262.jpg,happy
test_0263.jpg,neutral
test_0264.jpg,sad
test_0265.jpg,sad
test_0266.jpg,neutral
test_0267.jpg,neutral
test_0268.jpg,angry
test_0269.jpg,happy
test_0270.jpg,happy
test_0271.jpg,neutral
test_0272.jpg,sad
test_0273.jpg,neutral
test_0274.jpg,neutral
test_0275.jpg,angry
test_0276.jpg,sad
test_0277.jpg,happy
test_0278.jpg,neutral
test_0279.jpg,angry
test_0280.jpg,neutral
test_0281.jpg,angry
test_0282.jpg,happy
test_0283.jpg,happy
test_0284.jpg,neutral
test_0285.jpg,sad
test_0286.jpg,angry
test_0287.jpg,happy
test_0288.jpg,angry
test_0289.jpg,angry
test_0290.jpg,neutral
test_0291.jpg,sad
test_0292.jpg,happy
test_0293.jpg,neutral
test_0294.jpg,angry
test_0295.jpg,happy
test_0296.jpg,happy
